exp_no,n_users,code_length,collusion_size,confidence,detected_tot,detected_correct,detected_incorrect,undetected
2,100,16,10,0.5,23,7,16,3
2,100,16,10,1,14,4,10,6
2,100,16,10,1.5,7,1,6,9
2,100,16,15,0.3,36,7,29,8
2,100,16,15,0.5,31,9,22,6
2,100,16,15,1,14,4,10,11
2,100,16,15,1.5,8,5,3,10
2,100,16,20,0.3,31,10,21,10
2,100,16,20,0.5,29,11,18,9
2,100,16,20,1,19,5,14,15
2,100,16,20,1.5,7,3,4,17
2,100,16,50,0.3,30,18,12,32
2,100,16,50,0.5,22,14,8,36
2,100,16,50,1,19,15,4,35
2,100,16,50,1.5,5,5,0,45
2,100,16,100,0.3,36,36,0,64
2,100,16,100,0.5,36,36,0,64
2,100,16,100,1,20,20,0,80
2,100,16,100,1.5,8,8,0,92
2,100,32,2,0.3,30,2,28,0
2,100,32,2,0.5,21,2,19,0
2,100,32,2,1,14,2,12,0
2,100,32,2,1.5,10,2,8,0
2,100,32,3,0.3,41,3,38,0
2,100,32,3,0.5,29,3,26,0
2,100,32,3,1,16,3,13,0
2,100,32,3,1.5,5,2,3,1
2,100,32,4,0.3,33,4,29,0
2,100,32,4,0.5,30,4,26,0
2,100,32,4,1,16,4,12,0
2,100,32,4,1.5,8,3,5,1
2,100,32,5,0.3,36,5,31,0
2,100,32,5,0.5,28,4,24,1
2,100,32,5,1,16,5,11,0
2,100,32,5,1.5,7,3,4,2
2,100,32,10,0.3,37,9,28,1
2,100,32,10,0.5,25,8,17,2
2,100,32,10,1,11,2,9,8
2,100,32,10,1.5,4,4,0,6
2,100,32,15,0.3,35,10,25,5
2,100,32,15,0.5,34,11,23,4
2,100,32,15,1,20,8,12,7
2,100,32,15,1.5,10,5,5,10
2,100,32,20,0.3,37,13,24,7
2,100,32,20,0.5,31,13,18,7
2,100,32,20,1,16,7,9,13
2,100,32,20,1.5,8,5,3,15
2,100,32,50,0.3,44,31,13,19
2,100,32,50,0.5,35,24,11,26
2,100,32,50,1,21,15,6,35
2,100,32,50,1.5,9,8,1,42
2,100,32,100,0.3,36,36,0,64
2,100,32,100,0.5,36,36,0,64
2,100,32,100,1,12,12,0,88
2,100,32,100,1.5,5,5,0,95
2,100,64,2,0.3,35,2,33,0
2,100,64,2,0.5,29,2,27,0
2,100,64,2,1,11,2,9,0
2,100,64,2,1.5,4,2,2,0
2,100,64,3,0.3,35,3,32,0
2,100,64,3,0.5,20,3,17,0
2,100,64,3,1,15,3,12,0
2,100,64,3,1.5,3,3,0,0
2,100,64,4,0.3,35,4,31,0
2,100,64,4,0.5,25,4,21,0
2,100,64,4,1,16,4,12,0
2,100,64,4,1.5,5,3,2,1
2,100,64,5,0.3,41,5,36,0
2,100,64,5,0.5,30,5,25,0
2,100,64,5,1,12,5,7,0
2,100,64,5,1.5,7,4,3,1
2,100,64,10,0.3,39,9,30,1
2,100,64,10,0.5,29,7,22,3
2,100,64,10,1,15,7,8,3
2,100,64,10,1.5,6,3,3,7
2,100,64,15,0.3,41,14,27,1
2,100,64,15,0.5,24,12,12,3
2,100,64,15,1,20,10,10,5
2,100,64,15,1.5,7,4,3,11
2,100,64,20,0.3,36,15,21,5
2,100,64,20,0.5,30,17,13,3
2,100,64,20,1,18,11,7,9
2,100,64,20,1.5,6,6,0,14
2,100,64,50,0.3,36,26,10,24
2,100,64,50,0.5,26,18,8,32
2,100,64,50,1,14,13,1,37
2,100,64,50,1.5,6,4,2,46
2,100,64,100,0.3,42,42,0,58
2,100,64,100,0.5,30,30,0,70
2,100,64,100,1,16,16,0,84
2,100,64,100,1.5,5,5,0,95
2,100,128,2,0.3,33,2,31,0
2,100,128,2,0.5,25,2,23,0
2,100,128,2,1,8,2,6,0
2,100,128,2,1.5,4,2,2,0
2,100,128,3,0.3,30,3,27,0
2,100,128,3,0.5,17,3,14,0
2,100,128,3,1,8,3,5,0
2,100,128,3,1.5,4,3,1,0
2,100,128,4,0.3,32,4,28,0
2,100,128,4,0.5,20,4,16,0
2,100,128,4,1,15,4,11,0
2,100,128,4,1.5,5,4,1,0
2,100,128,5,0.3,29,5,24,0
2,100,128,5,0.5,21,5,16,0
2,100,128,5,1,9,5,4,0
2,100,128,5,1.5,7,5,2,0
2,100,128,10,0.3,33,10,23,0
2,100,128,10,0.5,30,10,20,0
2,100,128,10,1,13,9,4,1
2,100,128,10,1.5,8,8,0,2
2,100,128,15,0.3,27,13,14,2
2,100,128,15,0.5,25,13,12,2
2,100,128,15,1,14,12,2,3
2,100,128,15,1.5,7,7,0,8
2,100,128,20,0.3,38,19,19,1
2,100,128,20,0.5,30,17,13,3
2,100,128,20,1,17,15,2,5
2,100,128,20,1.5,9,8,1,12
2,100,128,50,0.3,38,32,6,18
2,100,128,50,0.5,30,28,2,22
2,100,128,50,1,22,20,2,30
2,100,128,50,1.5,8,8,0,42
2,100,128,100,0.3,43,43,0,57
2,100,128,100,0.5,33,33,0,67
2,100,128,100,1,12,12,0,88
2,100,128,100,1.5,5,5,0,95
2,100,256,2,0.3,31,2,29,0
2,100,256,2,0.5,18,2,16,0
2,100,256,2,1,11,2,9,0
2,100,256,2,1.5,4,2,2,0
2,100,256,3,0.3,22,3,19,0
2,100,256,3,0.5,15,3,12,0
2,100,256,3,1,6,3,3,0
2,100,256,3,1.5,3,3,0,0
2,100,256,4,0.3,18,4,14,0
2,100,256,4,0.5,21,4,17,0
2,100,256,4,1,10,4,6,0
2,100,256,4,1.5,4,4,0,0
2,100,256,5,0.3,26,5,21,0
2,100,256,5,0.5,19,5,14,0
2,100,256,5,1,7,5,2,0
2,100,256,5,1.5,5,5,0,0
2,100,256,10,0.3,24,10,14,0
2,100,256,10,0.5,22,10,12,0
2,100,256,10,1,12,10,2,0
2,100,256,10,1.5,10,10,0,0
2,100,256,15,0.3,33,15,18,0
2,100,256,15,0.5,22,15,7,0
2,100,256,15,1,15,13,2,2
2,100,256,15,1.5,12,12,0,3
2,100,256,20,0.3,35,20,15,0
2,100,256,20,0.5,24,17,7,3
2,100,256,20,1,19,17,2,3
2,100,256,20,1.5,9,9,0,11
2,100,256,50,0.3,36,29,7,21
2,100,256,50,0.5,31,31,0,19
2,100,256,50,1,18,18,0,32
2,100,256,50,1.5,7,7,0,43
2,100,256,100,0.3,36,36,0,64
2,100,256,100,0.5,32,32,0,68
2,100,256,100,1,15,15,0,85
2,100,256,100,1.5,8,8,0,92
2,100,512,2,0.3,22,2,20,0
2,100,512,2,0.5,16,2,14,0
2,100,512,2,1,4,2,2,0
2,100,512,2,1.5,2,2,0,0
2,100,512,3,0.3,18,3,15,0
2,100,512,3,0.5,7,3,4,0
2,100,512,3,1,3,3,0,0
2,100,512,3,1.5,3,3,0,0
2,100,512,4,0.3,23,4,19,0
2,100,512,4,0.5,12,4,8,0
2,100,512,4,1,4,4,0,0
2,100,512,4,1.5,4,4,0,0
2,100,512,5,0.3,18,5,13,0
2,100,512,5,0.5,14,5,9,0
2,100,512,5,1,6,5,1,0
2,100,512,5,1.5,5,5,0,0
2,100,512,10,0.3,20,10,10,0
2,100,512,10,0.5,16,10,6,0
2,100,512,10,1,11,10,1,0
2,100,512,10,1.5,10,10,0,0
2,100,512,15,0.3,24,15,9,0
2,100,512,15,0.5,19,15,4,0
2,100,512,15,1,15,15,0,0
2,100,512,15,1.5,12,12,0,3
2,100,512,20,0.3,29,20,9,0
2,100,512,20,0.5,24,19,5,1
2,100,512,20,1,19,19,0,1
2,100,512,20,1.5,10,10,0,10
2,100,512,50,0.3,41,38,3,12
2,100,512,50,0.5,28,27,1,23
2,100,512,50,1,22,22,0,28
2,100,512,50,1.5,5,5,0,45
2,100,512,100,0.3,32,32,0,68
2,100,512,100,0.5,25,25,0,75
2,100,512,100,1,13,13,0,87
2,100,512,100,1.5,8,8,0,92
2,100,1024,2,0.3,16,2,14,0
2,100,1024,2,0.5,7,2,5,0
2,100,1024,2,1,4,2,2,0
2,100,1024,2,1.5,2,2,0,0
2,100,1024,3,0.3,12,3,9,0
2,100,1024,3,0.5,9,3,6,0
2,100,1024,3,1,3,3,0,0
2,100,1024,3,1.5,3,3,0,0
2,100,1024,4,0.3,16,4,12,0
2,100,1024,4,0.5,8,4,4,0
2,100,1024,4,1,4,4,0,0
2,100,1024,4,1.5,4,4,0,0
2,100,1024,5,0.3,11,5,6,0
2,100,1024,5,0.5,8,5,3,0
2,100,1024,5,1,5,5,0,0
2,100,1024,5,1.5,5,5,0,0
2,100,1024,10,0.3,17,10,7,0
2,100,1024,10,0.5,12,10,2,0
2,100,1024,10,1,10,10,0,0
2,100,1024,10,1.5,10,10,0,0
2,100,1024,15,0.3,16,15,1,0
2,100,1024,15,0.5,17,15,2,0
2,100,1024,15,1,15,15,0,0
2,100,1024,15,1.5,15,15,0,0
2,100,1024,20,0.3,25,20,5,0
2,100,1024,20,0.5,21,20,1,0
2,100,1024,20,1,19,19,0,1
2,100,1024,20,1.5,16,16,0,4
2,100,1024,50,0.3,45,45,0,5
2,100,1024,50,0.5,41,41,0,9
2,100,1024,50,1,22,22,0,28
2,100,1024,50,1.5,3,3,0,47
2,100,1024,100,0.3,37,37,0,63
2,100,1024,100,0.5,29,29,0,71
2,100,1024,100,1,15,15,0,85
2,100,1024,100,1.5,9,9,0,91
2,100,2048,2,0.3,5,2,3,0
2,100,2048,2,0.5,3,2,1,0
2,100,2048,2,1,2,2,0,0
2,100,2048,2,1.5,2,2,0,0
2,100,2048,3,0.3,4,3,1,0
2,100,2048,3,0.5,4,3,1,0
2,100,2048,3,1,3,3,0,0
2,100,2048,3,1.5,3,3,0,0
2,100,2048,4,0.3,11,4,7,0
2,100,2048,4,0.5,4,4,0,0
2,100,2048,4,1,4,4,0,0
2,100,2048,4,1.5,4,4,0,0
2,100,2048,5,0.3,6,5,1,0
2,100,2048,5,0.5,5,5,0,0
2,100,2048,5,1,5,5,0,0
2,100,2048,5,1.5,5,5,0,0
2,100,2048,10,0.3,11,10,1,0
2,100,2048,10,0.5,10,10,0,0
2,100,2048,10,1,10,10,0,0
2,100,2048,10,1.5,10,10,0,0
2,100,2048,15,0.3,15,15,0,0
2,100,2048,15,0.5,15,15,0,0
2,100,2048,15,1,15,15,0,0
2,100,2048,15,1.5,15,15,0,0
2,100,2048,20,0.3,20,20,0,0
2,100,2048,20,0.5,20,20,0,0
2,100,2048,20,1,20,20,0,0
2,100,2048,20,1.5,19,19,0,1
2,100,2048,50,0.3,49,49,0,1
2,100,2048,50,0.5,45,45,0,5
2,100,2048,50,1,19,19,0,31
2,100,2048,50,1.5,2,2,0,48
2,100,2048,100,0.3,36,36,0,64
2,100,2048,100,0.5,30,30,0,70
2,100,2048,100,1,18,18,0,82
2,100,2048,100,1.5,7,7,0,93
2,1000,64,2,0.3,359,2,357,0
2,1000,64,2,0.5,289,2,287,0
2,1000,64,2,1,162,2,160,0
2,1000,64,2,1.5,60,2,58,0
2,1000,64,3,0.3,364,3,361,0
2,1000,64,3,0.5,346,3,343,0
2,1000,64,3,1,122,3,119,0
2,1000,64,3,1.5,74,3,71,0
2,1000,64,4,0.3,355,4,351,0
2,1000,64,4,0.5,328,4,324,0
2,1000,64,4,1,136,4,132,0
2,1000,64,4,1.5,51,4,47,0
2,1000,64,5,0.3,345,5,340,0
2,1000,64,5,0.5,280,5,275,0
2,1000,64,5,1,145,5,140,0
2,1000,64,5,1.5,54,5,49,0
2,1000,64,10,0.3,360,9,351,1
2,1000,64,10,0.5,277,10,267,0
2,1000,64,10,1,129,7,122,3
2,1000,64,10,1.5,77,7,70,3
2,1000,64,15,0.3,378,14,364,1
2,1000,64,15,0.5,280,12,268,3
2,1000,64,15,1,139,11,128,4
2,1000,64,15,1.5,85,10,75,5
2,1000,64,20,0.3,370,16,354,4
2,1000,64,20,0.5,334,19,315,1
2,1000,64,20,1,148,15,133,5
2,1000,64,20,1.5,73,9,64,11
2,1000,64,50,0.3,351,31,320,19
2,1000,64,50,0.5,260,28,232,22
2,1000,64,50,1,138,19,119,31
2,1000,64,50,1.5,55,11,44,39
2,1000,64,100,0.3,375,65,310,35
2,1000,64,100,0.5,343,59,284,41
2,1000,64,100,1,160,36,124,64
2,1000,64,100,1.5,62,13,49,87
2,1000,16,2,0.3,406,2,404,0
2,1000,16,2,0.5,393,2,391,0
2,1000,16,2,1,224,2,222,0
2,1000,16,2,1.5,94,1,93,1
2,1000,16,3,0.3,410,3,407,0
2,1000,16,3,0.5,242,3,239,0
2,1000,16,3,1,113,3,110,0
2,1000,16,3,1.5,37,2,35,1
2,1000,16,4,0.3,394,4,390,0
2,1000,16,4,0.5,383,4,379,0
2,1000,16,4,1,234,4,230,0
2,1000,16,4,1.5,35,2,33,2
2,1000,16,5,0.3,410,5,405,0
2,1000,16,5,0.5,384,4,380,1
2,1000,16,5,1,114,3,111,2
2,1000,16,5,1.5,41,2,39,3
2,1000,16,10,0.3,394,6,388,4
2,1000,16,10,0.5,400,6,394,4
2,1000,16,10,1,99,6,93,4
2,1000,16,10,1.5,92,3,89,7
2,1000,16,15,0.3,378,12,366,3
2,1000,16,15,0.5,222,8,214,7
2,1000,16,15,1,227,8,219,7
2,1000,16,15,1.5,40,2,38,13
2,1000,16,20,0.3,414,16,398,4
2,1000,16,20,0.5,241,9,232,11
2,1000,16,20,1,107,7,100,13
2,1000,16,20,1.5,98,9,89,11
2,1000,16,50,0.3,405,28,377,22
2,1000,16,50,0.5,236,24,212,26
2,1000,16,50,1,122,9,113,41
2,1000,16,50,1.5,96,14,82,36
2,1000,16,100,0.3,406,47,359,53
2,1000,16,100,0.5,245,34,211,66
2,1000,16,100,1,215,30,185,70
2,1000,16,100,1.5,32,2,30,98
2,1000,32,2,0.3,417,2,415,0
2,1000,32,2,0.5,298,2,296,0
2,1000,32,2,1,180,2,178,0
2,1000,32,2,1.5,43,2,41,0
2,1000,32,3,0.3,414,3,411,0
2,1000,32,3,0.5,302,3,299,0
2,1000,32,3,1,197,3,194,0
2,1000,32,3,1.5,61,3,58,0
2,1000,32,4,0.3,420,2,418,2
2,1000,32,4,0.5,308,4,304,0
2,1000,32,4,1,190,4,186,0
2,1000,32,4,1.5,71,3,68,1
2,1000,32,5,0.3,427,5,422,0
2,1000,32,5,0.5,289,4,285,1
2,1000,32,5,1,183,4,179,1
2,1000,32,5,1.5,65,4,61,1
2,1000,32,10,0.3,410,8,402,2
2,1000,32,10,0.5,291,7,284,3
2,1000,32,10,1,136,6,130,4
2,1000,32,10,1.5,64,4,60,6
2,1000,32,15,0.3,429,13,416,2
2,1000,32,15,0.5,316,10,306,5
2,1000,32,15,1,191,7,184,8
2,1000,32,15,1.5,58,9,49,6
2,1000,32,20,0.3,432,17,415,3
2,1000,32,20,0.5,317,15,302,5
2,1000,32,20,1,183,13,170,7
2,1000,32,20,1.5,58,7,51,13
2,1000,32,50,0.3,416,35,381,15
2,1000,32,50,0.5,319,30,289,20
2,1000,32,50,1,118,21,97,29
2,1000,32,50,1.5,50,5,45,45
2,1000,32,100,0.3,436,58,378,42
2,1000,32,100,0.5,292,45,247,55
2,1000,32,100,1,200,30,170,70
2,1000,32,100,1.5,64,15,49,85
2,1000,64,2,0.3,370,2,368,0
2,1000,64,2,0.5,279,2,277,0
2,1000,64,2,1,134,2,132,0
2,1000,64,2,1.5,52,2,50,0
2,1000,64,3,0.3,354,3,351,0
2,1000,64,3,0.5,252,3,249,0
2,1000,64,3,1,179,3,176,0
2,1000,64,3,1.5,53,3,50,0
2,1000,64,4,0.3,354,4,350,0
2,1000,64,4,0.5,359,4,355,0
2,1000,64,4,1,181,4,177,0
2,1000,64,4,1.5,48,3,45,1
2,1000,64,5,0.3,357,5,352,0
2,1000,64,5,0.5,337,5,332,0
2,1000,64,5,1,122,5,117,0
2,1000,64,5,1.5,59,5,54,0
2,1000,64,10,0.3,366,10,356,0
2,1000,64,10,0.5,305,9,296,1
2,1000,64,10,1,183,8,175,2
2,1000,64,10,1.5,61,7,54,3
2,1000,64,15,0.3,360,13,347,2
2,1000,64,15,0.5,333,13,320,2
2,1000,64,15,1,185,10,175,5
2,1000,64,15,1.5,88,10,78,5
2,1000,64,20,0.3,345,16,329,4
2,1000,64,20,0.5,294,15,279,5
2,1000,64,20,1,150,11,139,9
2,1000,64,20,1.5,74,9,65,11
2,1000,64,50,0.3,394,35,359,15
2,1000,64,50,0.5,300,31,269,19
2,1000,64,50,1,143,20,123,30
2,1000,64,50,1.5,72,17,55,33
2,1000,64,100,0.3,376,60,316,40
2,1000,64,100,0.5,288,51,237,49
2,1000,64,100,1,160,24,136,76
2,1000,64,100,1.5,65,16,49,84
2,1000,128,2,0.3,386,2,384,0
2,1000,128,2,0.5,315,2,313,0
2,1000,128,2,1,153,2,151,0
2,1000,128,2,1.5,59,2,57,0
2,1000,128,3,0.3,395,3,392,0
2,1000,128,3,0.5,274,3,271,0
2,1000,128,3,1,133,3,130,0
2,1000,128,3,1.5,68,3,65,0
2,1000,128,4,0.3,398,4,394,0
2,1000,128,4,0.5,286,4,282,0
2,1000,128,4,1,162,4,158,0
2,1000,128,4,1.5,58,4,54,0
2,1000,128,5,0.3,387,5,382,0
2,1000,128,5,0.5,260,5,255,0
2,1000,128,5,1,169,5,164,0
2,1000,128,5,1.5,64,5,59,0
2,1000,128,10,0.3,331,9,322,1
2,1000,128,10,0.5,276,10,266,0
2,1000,128,10,1,175,10,165,0
2,1000,128,10,1.5,76,10,66,0
2,1000,128,15,0.3,411,15,396,0
2,1000,128,15,0.5,277,15,262,0
2,1000,128,15,1,136,12,124,3
2,1000,128,15,1.5,73,11,62,4
2,1000,128,20,0.3,412,18,394,2
2,1000,128,20,0.5,295,19,276,1
2,1000,128,20,1,171,18,153,2
2,1000,128,20,1.5,77,14,63,6
2,1000,128,50,0.3,352,40,312,10
2,1000,128,50,0.5,298,36,262,14
2,1000,128,50,1,152,26,126,24
2,1000,128,50,1.5,73,21,52,29
2,1000,128,100,0.3,350,71,279,29
2,1000,128,100,0.5,307,62,245,38
2,1000,128,100,1,155,41,114,59
2,1000,128,100,1.5,54,15,39,85
2,1000,256,2,0.3,361,2,359,0
2,1000,256,2,0.5,298,2,296,0
2,1000,256,2,1,126,2,124,0
2,1000,256,2,1.5,57,2,55,0
2,1000,256,3,0.3,385,3,382,0
2,1000,256,3,0.5,282,3,279,0
2,1000,256,3,1,150,3,147,0
2,1000,256,3,1.5,55,3,52,0
2,1000,256,4,0.3,371,4,367,0
2,1000,256,4,0.5,277,4,273,0
2,1000,256,4,1,149,4,145,0
2,1000,256,4,1.5,55,4,51,0
2,1000,256,5,0.3,384,5,379,0
2,1000,256,5,0.5,281,5,276,0
2,1000,256,5,1,126,5,121,0
2,1000,256,5,1.5,49,5,44,0
2,1000,256,10,0.3,387,10,377,0
2,1000,256,10,0.5,288,10,278,0
2,1000,256,10,1,136,10,126,0
2,1000,256,10,1.5,57,10,47,0
2,1000,256,15,0.3,346,15,331,0
2,1000,256,15,0.5,287,15,272,0
2,1000,256,15,1,150,14,136,1
2,1000,256,15,1.5,59,15,44,0
2,1000,256,20,0.3,378,19,359,1
2,1000,256,20,0.5,272,20,252,0
2,1000,256,20,1,122,18,104,2
2,1000,256,20,1.5,66,17,49,3
2,1000,256,50,0.3,358,43,315,7
2,1000,256,50,0.5,288,46,242,4
2,1000,256,50,1,158,39,119,11
2,1000,256,50,1.5,80,29,51,21
2,1000,256,100,0.3,381,81,300,19
2,1000,256,100,0.5,305,76,229,24
2,1000,256,100,1,162,50,112,50
2,1000,256,100,1.5,75,34,41,66
2,1000,512,2,0.3,375,2,373,0
2,1000,512,2,0.5,299,2,297,0
2,1000,512,2,1,141,2,139,0
2,1000,512,2,1.5,57,2,55,0
2,1000,512,3,0.3,356,3,353,0
2,1000,512,3,0.5,260,3,257,0
2,1000,512,3,1,98,3,95,0
2,1000,512,3,1.5,44,3,41,0
2,1000,512,4,0.3,342,4,338,0
2,1000,512,4,0.5,273,4,269,0
2,1000,512,4,1,117,4,113,0
2,1000,512,4,1.5,38,4,34,0
2,1000,512,5,0.3,348,5,343,0
2,1000,512,5,0.5,285,5,280,0
2,1000,512,5,1,119,5,114,0
2,1000,512,5,1.5,41,5,36,0
2,1000,512,10,0.3,350,10,340,0
2,1000,512,10,0.5,273,10,263,0
2,1000,512,10,1,127,10,117,0
2,1000,512,10,1.5,54,10,44,0
2,1000,512,15,0.3,339,15,324,0
2,1000,512,15,0.5,253,15,238,0
2,1000,512,15,1,128,15,113,0
2,1000,512,15,1.5,54,15,39,0
2,1000,512,20,0.3,362,20,342,0
2,1000,512,20,0.5,265,20,245,0
2,1000,512,20,1,132,20,112,0
2,1000,512,20,1.5,51,20,31,0
2,1000,512,50,0.3,372,49,323,1
2,1000,512,50,0.5,267,47,220,3
2,1000,512,50,1,149,46,103,4
2,1000,512,50,1.5,67,37,30,13
2,1000,512,100,0.3,366,88,278,12
2,1000,512,100,0.5,288,85,203,15
2,1000,512,100,1,165,74,91,26
2,1000,512,100,1.5,76,49,27,51
2,1000,1024,2,0.3,330,2,328,0
2,1000,1024,2,0.5,254,2,252,0
2,1000,1024,2,1,110,2,108,0
2,1000,1024,2,1.5,29,2,27,0
2,1000,1024,3,0.3,341,3,338,0
2,1000,1024,3,0.5,234,3,231,0
2,1000,1024,3,1,81,3,78,0
2,1000,1024,3,1.5,17,3,14,0
2,1000,1024,4,0.3,329,4,325,0
2,1000,1024,4,0.5,258,4,254,0
2,1000,1024,4,1,90,4,86,0
2,1000,1024,4,1.5,30,4,26,0
2,1000,1024,5,0.3,322,5,317,0
2,1000,1024,5,0.5,233,5,228,0
2,1000,1024,5,1,82,5,77,0
2,1000,1024,5,1.5,25,5,20,0
2,1000,1024,10,0.3,325,10,315,0
2,1000,1024,10,0.5,263,10,253,0
2,1000,1024,10,1,103,10,93,0
2,1000,1024,10,1.5,38,10,28,0
2,1000,1024,15,0.3,332,15,317,0
2,1000,1024,15,0.5,237,15,222,0
2,1000,1024,15,1,96,15,81,0
2,1000,1024,15,1.5,36,15,21,0
2,1000,1024,20,0.3,311,20,291,0
2,1000,1024,20,0.5,240,20,220,0
2,1000,1024,20,1,109,20,89,0
2,1000,1024,20,1.5,39,20,19,0
2,1000,1024,50,0.3,339,50,289,0
2,1000,1024,50,0.5,235,50,185,0
2,1000,1024,50,1,120,49,71,1
2,1000,1024,50,1.5,62,47,15,3
2,1000,1024,100,0.3,335,98,237,2
2,1000,1024,100,0.5,269,96,173,4
2,1000,1024,100,1,145,86,59,14
2,1000,1024,100,1.5,79,64,15,36
2,1000,2048,2,0.3,310,2,308,0
2,1000,2048,2,0.5,234,2,232,0
2,1000,2048,2,1,73,2,71,0
2,1000,2048,2,1.5,12,2,10,0
2,1000,2048,3,0.3,315,3,312,0
2,1000,2048,3,0.5,190,3,187,0
2,1000,2048,3,1,62,3,59,0
2,1000,2048,3,1.5,8,3,5,0
2,1000,2048,4,0.3,312,4,308,0
2,1000,2048,4,0.5,231,4,227,0
2,1000,2048,4,1,78,4,74,0
2,1000,2048,4,1.5,18,4,14,0
2,1000,2048,5,0.3,294,5,289,0
2,1000,2048,5,0.5,187,5,182,0
2,1000,2048,5,1,61,5,56,0
2,1000,2048,5,1.5,11,5,6,0
2,1000,2048,10,0.3,290,10,280,0
2,1000,2048,10,0.5,214,10,204,0
2,1000,2048,10,1,62,10,52,0
2,1000,2048,10,1.5,19,10,9,0
2,1000,2048,15,0.3,289,15,274,0
2,1000,2048,15,0.5,207,15,192,0
2,1000,2048,15,1,55,15,40,0
2,1000,2048,15,1.5,22,15,7,0
2,1000,2048,20,0.3,287,20,267,0
2,1000,2048,20,0.5,212,20,192,0
2,1000,2048,20,1,66,20,46,0
2,1000,2048,20,1.5,32,20,12,0
2,1000,2048,50,0.3,279,50,229,0
2,1000,2048,50,0.5,194,50,144,0
2,1000,2048,50,1,84,50,34,0
2,1000,2048,50,1.5,55,50,5,0
2,1000,2048,100,0.3,307,99,208,1
2,1000,2048,100,0.5,225,97,128,3
2,1000,2048,100,1,121,97,24,3
2,1000,2048,100,1.5,92,88,4,12
3,10,64,2,0.3,2,2,0,0
3,10,64,2,0.5,2,2,0,0
3,10,64,2,1,2,2,0,0
3,10,64,2,1.5,2,2,0,0
3,10,64,3,0.3,4,3,1,0
3,10,64,3,0.5,3,3,0,0
3,10,64,3,1,3,3,0,0
3,10,64,3,1.5,1,1,0,2
3,10,64,4,0.3,4,4,0,0
3,10,64,4,0.5,4,4,0,0
3,10,64,4,1,3,3,0,1
3,10,64,4,1.5,1,1,0,3
3,10,64,5,0.3,6,5,1,0
3,10,64,5,0.5,3,3,0,2
3,10,64,5,1,2,2,0,3
3,10,64,5,1.5,0,0,0,5
3,10,64,10,0.3,4,4,0,6
3,10,64,10,0.5,3,3,0,7
3,10,64,10,1,3,3,0,7
3,10,64,10,1.5,1,1,0,9
3,10,16,2,0.3,4,2,2,0
3,10,16,2,0.5,2,1,1,1
3,10,16,2,1,2,1,1,1
3,10,16,2,1.5,0,0,0,2
3,10,16,3,0.3,4,2,2,1
3,10,16,3,0.5,3,3,0,0
3,10,16,3,1,3,3,0,0
3,10,16,3,1.5,0,0,0,3
3,10,16,4,0.3,3,2,1,2
3,10,16,4,0.5,3,2,1,2
3,10,16,4,1,2,2,0,2
3,10,16,4,1.5,2,2,0,2
3,10,16,5,0.3,4,3,1,2
3,10,16,5,0.5,3,3,0,2
3,10,16,5,1,1,1,0,4
3,10,16,5,1.5,1,1,0,4
3,10,16,10,0.3,5,5,0,5
3,10,16,10,0.5,3,3,0,7
3,10,16,10,1,3,3,0,7
3,10,16,10,1.5,1,1,0,9
3,10,32,2,0.3,3,2,1,0
3,10,32,2,0.5,2,2,0,0
3,10,32,2,1,2,2,0,0
3,10,32,2,1.5,1,1,0,1
3,10,32,3,0.3,4,3,1,0
3,10,32,3,0.5,4,3,1,0
3,10,32,3,1,3,3,0,0
3,10,32,3,1.5,1,1,0,2
3,10,32,4,0.3,4,3,1,1
3,10,32,4,0.5,4,4,0,0
3,10,32,4,1,2,2,0,2
3,10,32,4,1.5,1,1,0,3
3,10,32,5,0.3,4,4,0,1
3,10,32,5,0.5,2,2,0,3
3,10,32,5,1,1,1,0,4
3,10,32,5,1.5,1,1,0,4
3,10,32,10,0.3,3,3,0,7
3,10,32,10,0.5,3,3,0,7
3,10,32,10,1,2,2,0,8
3,10,32,10,1.5,1,1,0,9
3,10,64,2,0.3,2,2,0,0
3,10,64,2,0.5,2,2,0,0
3,10,64,2,1,2,2,0,0
3,10,64,2,1.5,1,1,0,1
3,10,64,3,0.3,3,3,0,0
3,10,64,3,0.5,3,3,0,0
3,10,64,3,1,1,1,0,2
3,10,64,3,1.5,1,1,0,2
3,10,64,4,0.3,3,3,0,1
3,10,64,4,0.5,3,3,0,1
3,10,64,4,1,2,2,0,2
3,10,64,4,1.5,1,1,0,3
3,10,64,5,0.3,5,5,0,0
3,10,64,5,0.5,4,4,0,1
3,10,64,5,1,2,2,0,3
3,10,64,5,1.5,0,0,0,5
3,10,64,10,0.3,4,4,0,6
3,10,64,10,0.5,3,3,0,7
3,10,64,10,1,3,3,0,7
3,10,64,10,1.5,1,1,0,9
3,10,128,2,0.3,2,2,0,0
3,10,128,2,0.5,2,2,0,0
3,10,128,2,1,2,2,0,0
3,10,128,2,1.5,2,2,0,0
3,10,128,3,0.3,3,3,0,0
3,10,128,3,0.5,3,3,0,0
3,10,128,3,1,2,2,0,1
3,10,128,3,1.5,1,1,0,2
3,10,128,4,0.3,4,4,0,0
3,10,128,4,0.5,3,3,0,1
3,10,128,4,1,3,3,0,1
3,10,128,4,1.5,0,0,0,4
3,10,128,5,0.3,4,4,0,1
3,10,128,5,0.5,4,4,0,1
3,10,128,5,1,2,2,0,3
3,10,128,5,1.5,1,1,0,4
